Record_ID,Date,Factory_Location,Vehicle_Model,Vehicles_Produced,Vehicles_Delivered,Battery_Output_GWh,Autopilot_Active_Vehicles_Thousands,Charging_Stations_Installed,Energy_Storage_Deployed_MWh,Software_Update_Releases,Manufacturing_Automation_Index,Factory_Efficiency_Index,EV_Revenue_MillionUSD,Energy_Business_Revenue_MillionUSD,Operating_Margin_Percent
232,2020-08-20,Berlin,Model Y,7611,777,23.23,253,104,276,0,82.91,89.11,9059.09,2544.65,11.78
233,2020-08-21,Berlin,Model S,4436,3529,53.22,1415,67,294,0,81.5,72.89,2767.71,1461.63,21.5
234,2020-08-22,Shanghai,Cybertruck,1044,6342,65.42,1007,43,810,5,65.66,65.25,3076.51,2040.09,15.23
235,2020-08-23,Berlin,Cybertruck,5827,461,54.02,553,49,442,3,71.98,91.59,11660.81,1172.19,9.67
236,2020-08-24,Texas,Model 3,1805,3175,77.07,556,117,580,2,68.59,75.47,6303.77,2056.74,17.22
237,2020-08-25,Fremont,Model Y,1305,1816,20.06,1330,25,890,4,86.36,67.63,4491.05,1937.9,27.31
238,2020-08-26,Shanghai,Model S,8483,2841,69.44,1004,102,186,5,91.83,90.99,6917.56,2083.44,20.13
239,2020-08-27,Texas,Cybertruck,1230,4471,75.87,1222,25,543,6,68.9,69.28,2888.94,3880.2,5.31
240,2020-08-28,Shanghai,Cybertruck,6964,7743,45.08,330,58,400,0,83.01,91.03,6263.12,3407.07,24.75
241,2020-08-29,Shanghai,Model X,8696,2982,64.66,131,48,482,1,94.46,74.19,6032.31,3229.48,13.81
242,2020-08-30,Shanghai,Model Y,4128,1807,66.94,381,34,249,0,87.02,94.72,4605.14,567.07,24
243,2020-08-31,Berlin,Cybertruck,6312,4600,18.83,740,31,587,2,77.91,82.25,6912.62,520.75,18.95
244,2020-09-01,Texas,Cybertruck,5517,6498,49.31,547,113,749,3,81.22,93.93,2923.9,3672.38,15.73
245,2020-09-02,Texas,Model X,1513,6677,42.4,586,79,231,4,91.74,92.21,2280.27,3300.73,29.54
246,2020-09-03,Fremont,Model 3,8341,462,79.8,1246,118,719,2,79.87,94.65,8642.79,3348.34,12.49
247,2020-09-04,Berlin,Model X,2276,2558,51.02,258,52,528,4,89.31,79.64,6558.63,918.19,11.29
248,2020-09-05,Berlin,Cybertruck,6273,6611,59.04,1182,27,897,0,81.46,69.39,2108.97,3220.83,10.31
249,2020-09-06,Shanghai,Cybertruck,5048,3203,41.94,646,79,256,0,86.83,86.19,10546.11,3396.08,23.2
250,2020-09-07,Berlin,Cybertruck,3693,1246,32.31,1337,98,261,4,83.2,66.08,10161.72,2702.46,27.37
251,2020-09-08,Fremont,Model S,8184,4069,70.18,765,6,459,0,86.88,89.08,3589.83,1775.94,21.17
252,2020-09-09,Berlin,Model 3,2614,1084,62.48,1020,41,819,4,61.64,88.85,11340.07,264.09,10.43
253,2020-09-10,Berlin,Model S,2927,4558,57.76,639,96,760,2,91.64,72.42,8334.46,1053.84,8.39
254,2020-09-11,Shanghai,Model Y,8586,2205,25.6,139,100,849,1,93.91,74.93,11105.56,3919.48,29.81
255,2020-09-12,Texas,Model Y,6131,6278,66.99,788,37,690,1,78.71,78.48,9214.16,2576.54,12.71
256,2020-09-13,Berlin,Cybertruck,7656,6397,9.87,591,102,830,6,71.59,97.01,11622.56,2431.32,5.29
257,2020-09-14,Texas,Model S,1364,6488,7.77,393,17,389,4,73.06,94.75,3558.79,1703.56,26.82
258,2020-09-15,Shanghai,Cybertruck,7994,4419,5.62,1458,54,663,2,85.41,69.7,8519.1,2700.25,22.84
259,2020-09-16,Shanghai,Model X,4901,5806,23.22,1146,108,563,0,92.02,75.66,9911.08,310.88,16.17
260,2020-09-17,Berlin,Model X,2076,2400,7.21,718,53,152,3,96.56,66.46,3170.58,1482.9,10.37
261,2020-09-18,Berlin,Model X,1123,5315,40.72,1037,76,270,3,95.55,83.74,11052.43,2484.01,11.16
262,2020-09-19,Shanghai,Model S,1290,3051,6.5,1175,107,167,3,92.98,78.6,4519.22,1060.3,24.72
263,2020-09-20,Texas,Model Y,8684,4158,29.2,878,94,236,3,83.87,67.29,6048.52,631.94,26
264,2020-09-21,Fremont,Model 3,7250,1240,22.58,1472,43,487,6,85.84,89.07,4928.84,133.7,21.27
265,2020-09-22,Fremont,Model Y,4370,7100,21.9,813,58,571,2,60.34,72.8,6941.33,1279.45,23.58
266,2020-09-23,Fremont,Model 3,7555,8200,11.48,150,19,389,6,70.39,87.69,4711.42,3174.75,8.76
267,2020-09-24,Shanghai,Model Y,1899,4780,31.13,283,89,667,4,74.74,68.27,11343.05,3414.63,23.32
268,2020-09-25,Fremont,Model X,2370,7781,27.87,1238,102,274,2,69.39,72.77,1584.69,605.54,5.4
269,2020-09-26,Shanghai,Model 3,2282,3421,77.15,284,114,478,2,94.67,68.97,4749.49,630.43,27.19
270,2020-09-27,Texas,Cybertruck,2197,7840,16.3,169,75,341,1,60.9,85.01,9825.16,452.13,24.2
271,2020-09-28,Berlin,Model 3,4598,4524,41.65,934,116,869,2,97.84,77.74,3898.96,2017.95,10.9
272,2020-09-29,Texas,Model S,4142,5514,75.45,1471,12,77,2,74.04,96.48,4873.3,133.97,13.41
273,2020-09-30,Texas,Model S,3927,1920,54.38,929,12,589,4,82.61,78.48,3177.94,2548.5,25.94
274,2020-10-01,Texas,Model Y,4130,1874,35.84,1274,106,721,1,88.54,66,11762.53,767.62,20.47
275,2020-10-02,Fremont,Model 3,5138,6193,76.67,1471,113,664,4,82.84,75.01,984.53,984.69,13.4
276,2020-10-03,Shanghai,Model Y,1335,2462,54.08,1101,43,824,2,92.15,81.5,3332.43,1509.52,18.98
277,2020-10-04,Berlin,Model Y,4633,2564,79.44,186,25,783,6,95.85,85.76,5617.18,1799.04,6.79
278,2020-10-05,Fremont,Model Y,6586,3421,39.9,586,17,79,3,68.46,66.18,6801.71,1732.31,15.34
279,2020-10-06,Fremont,Model 3,5839,3821,57.44,473,6,652,3,78.79,71.42,7121.8,3649.55,24.74
280,2020-10-07,Texas,Model Y,6622,1701,58.72,705,25,889,4,92.31,79.47,8926.66,2895.79,25.95
281,2020-10-08,Texas,Model 3,1859,3417,22.21,1233,98,142,5,64.47,91.81,7537.19,1896.72,24.81
282,2020-10-09,Texas,Cybertruck,2369,3465,55.18,638,104,553,5,92.57,88.62,9963.13,657.47,22.13
283,2020-10-10,Shanghai,Model Y,3838,1818,67.69,1201,2,391,5,65.76,97.59,5576.92,3699.46,9.96
284,2020-10-11,Berlin,Model S,4595,8320,66.2,1151,100,632,4,71.83,90.58,10823.16,3235.65,16.1
285,2020-10-12,Texas,Model 3,8746,4402,39.66,278,22,681,5,78.22,81.99,11652.22,3474.78,28.71
286,2020-10-13,Shanghai,Model 3,3350,1256,76.4,1039,70,511,6,92.34,80.89,7528.9,2757.46,6.32
287,2020-10-14,Fremont,Model S,8478,2601,73.88,701,37,107,2,69.36,84.18,10289.04,3269.83,22.4
288,2020-10-15,Berlin,Model Y,4020,6051,41.04,1298,4,617,5,82.08,94.95,8350.24,340.95,7.04
289,2020-10-16,Berlin,Cybertruck,3415,7254,33.61,79,42,715,5,95.05,78.29,9520.38,2250.3,5.65
290,2020-10-17,Shanghai,Model 3,8954,6686,24.6,809,68,278,5,85.8,79.28,10290.45,601.32,8.48
291,2020-10-18,Shanghai,Model 3,5835,6757,77.21,415,66,166,5,64.6,68.85,6939.34,3389.94,28.04
292,2020-10-19,Fremont,Model S,4769,7804,28.26,362,31,580,2,82.78,96.72,1702.38,2110.73,5.9
293,2020-10-20,Berlin,Cybertruck,1031,6572,20.13,587,37,807,6,76.47,80.38,2428.95,2707.28,27.25
294,2020-10-21,Texas,Cybertruck,519,1225,42.31,260,38,207,4,73.08,81.93,4552.23,2095.9,14.53
295,2020-10-22,Berlin,Model X,2399,1562,68.85,679,26,99,4,90.56,89.47,703.51,2372.78,11.07
296,2020-10-23,Berlin,Cybertruck,5933,3350,15.29,1400,99,875,6,77.69,98.23,2827.3,1623.74,7.89
297,2020-10-24,Fremont,Model 3,5101,8489,60.01,1267,78,842,6,60.05,81.56,3092.29,3669.27,7.6
298,2020-10-25,Shanghai,Model S,2499,6442,77.32,1253,111,615,2,73.81,87.3,10195.66,1506.81,9.28
299,2020-10-26,Berlin,Model S,8998,4036,55.93,1058,32,622,5,87.56,67.34,11160.2,3320.23,16.29
300,2020-10-27,Shanghai,Model S,2603,1043,17.48,322,75,161,1,86.78,77.15,6177.21,3222.3,14.24
301,2020-10-28,Shanghai,Model S,6550,7675,78.73,977,67,861,1,81.17,75.71,524.55,1626.52,15.96
302,2020-10-29,Texas,Model Y,6861,5456,60.6,638,9,93,6,67.87,91.68,9836.78,2347.43,9.84
303,2020-10-30,Fremont,Model 3,820,1923,69.35,68,59,835,5,70.38,84.57,10577.92,3155.16,8.75
304,2020-10-31,Fremont,Model S,6279,2373,55.84,225,39,624,4,69.53,95.75,10903.69,2375.52,7.91
305,2020-11-01,Fremont,Model 3,2761,644,41.13,1226,8,492,4,67.87,92.43,3084.31,3478.21,11.75
306,2020-11-02,Shanghai,Model X,8567,3608,49.24,538,88,201,1,65.7,83.33,5554.28,314.38,9.57
307,2020-11-03,Shanghai,Model X,7268,3255,57.99,892,70,131,1,90.97,73.95,7024.46,2802.25,18.56
308,2020-11-04,Berlin,Model X,4632,5195,43.06,533,71,271,4,76.65,66.81,2077.46,2370.28,15.79
309,2020-11-05,Berlin,Model Y,4371,1039,19.63,520,43,310,5,83.68,69.65,5553.54,429.06,13.62
310,2020-11-06,Shanghai,Model 3,7408,7416,12.68,488,54,566,6,97.6,74.95,4175.99,1149.81,29.48
311,2020-11-07,Fremont,Model 3,3663,2662,23.22,764,85,471,6,81.39,67.66,10409.25,773.95,23.51
312,2020-11-08,Berlin,Model S,4182,6761,59.59,700,27,738,2,90.8,65.9,10814.64,687.52,24.52
313,2020-11-09,Fremont,Model X,6423,473,47.79,1069,51,670,0,93.31,90.44,11141.66,3457.08,11.86
314,2020-11-10,Shanghai,Model Y,4091,1542,13.25,696,62,75,3,64.97,79.56,7565.26,2149.35,10.9
315,2020-11-11,Texas,Model S,8937,8043,74.97,581,89,745,6,92.57,68.57,8658.24,1007.34,14.6
316,2020-11-12,Berlin,Model 3,531,1908,48.69,239,61,613,1,86.19,71.69,5875.56,2874.36,8.84
317,2020-11-13,Shanghai,Cybertruck,2455,6086,20.1,629,32,86,5,62.81,92.98,2311.99,3088.29,8.09
318,2020-11-14,Berlin,Model X,7485,5593,45.41,558,57,870,6,73.61,69.11,8981.08,997.84,16.03
319,2020-11-15,Fremont,Cybertruck,3733,7902,58.65,851,95,289,0,84.93,89.24,3721.01,2748.96,26.79
320,2020-11-16,Shanghai,Model Y,587,8199,62.51,217,81,157,3,88.23,96.54,6856.78,251.48,7.65
321,2020-11-17,Shanghai,Model Y,6495,5741,31.67,1038,46,898,0,85.08,90.45,11001.51,3380.41,29.09
322,2020-11-18,Texas,Model 3,5677,2183,64.68,415,65,221,1,74.13,98.42,1149.22,871.83,21.46
323,2020-11-19,Texas,Cybertruck,3266,1978,76.89,711,76,616,0,75.6,70.12,9834.34,3729,19.6
324,2020-11-20,Berlin,Model Y,6376,7280,33.15,1272,19,503,1,64.65,67.33,1227.86,1285.95,18.15
325,2020-11-21,Fremont,Model X,3242,3693,22.33,1192,115,88,2,95.63,68.36,1729.51,1073.34,17.55
326,2020-11-22,Shanghai,Cybertruck,5039,6732,33.73,249,84,638,0,91.98,83.11,11792.75,3768.24,20.37
327,2020-11-23,Fremont,Cybertruck,6932,2950,56.69,1420,67,87,1,60.08,65.01,2725.31,2228.18,10.66
328,2020-11-24,Shanghai,Model S,7133,772,69.17,1023,102,351,6,66.62,72.71,10048.67,269.83,8.33
329,2020-11-25,Fremont,Model S,8809,5868,68.2,627,109,423,5,92.01,88.39,3872.07,437.64,19.74
330,2020-11-26,Berlin,Cybertruck,4082,4664,29.18,256,55,189,4,96.62,77.95,9970.03,3735.83,24.16
331,2020-11-27,Fremont,Model S,2821,6246,59.31,766,14,46,6,72.48,83.62,8650.43,2088.92,18.66
332,2020-11-28,Shanghai,Model X,3127,4703,65.61,599,117,394,2,86.74,80.65,2259.71,2979.68,22.11
333,2020-11-29,Texas,Model 3,4886,1399,23.44,1237,57,393,1,83.47,66.86,5901.82,2037.24,27.3
334,2020-11-30,Fremont,Cybertruck,1974,7880,68.99,1053,97,553,4,97.29,77.63,2790.38,3016.77,5.42
335,2020-12-01,Fremont,Model X,7119,8127,20.48,816,44,579,4,74.16,90.05,2171.81,1614.34,10.36
336,2020-12-02,Shanghai,Model Y,4590,2303,57.93,689,35,226,4,73.22,75.36,10465.27,865.57,20.62
337,2020-12-03,Berlin,Model X,2969,6046,20.8,942,108,380,3,66.15,75.44,8738.15,1169.62,5.82
338,2020-12-04,Fremont,Model Y,8698,1437,65.19,1369,114,699,0,72.37,68.07,4439.66,3317.44,20.88
339,2020-12-05,Fremont,Model S,8213,6442,9.11,319,58,685,5,72.42,88.73,11504.05,1182.45,24.69
340,2020-12-06,Fremont,Model S,8477,6008,47.61,1215,80,808,6,63.88,67.63,2809.75,717.91,7.22
341,2020-12-07,Fremont,Cybertruck,7424,1911,53.88,657,52,154,3,92.37,69.81,11459.75,3351.17,21.89
342,2020-12-08,Berlin,Model 3,6227,403,61.48,1286,15,188,6,76.15,96.36,7727.71,2714.43,5.38
343,2020-12-09,Texas,Cybertruck,973,6706,55.03,905,59,615,1,88.87,82.95,1248.76,878.59,19.05
344,2020-12-10,Shanghai,Model S,6727,7220,56.33,499,56,304,4,68.5,93.08,5254.63,1703.36,13.79
345,2020-12-11,Texas,Model 3,2739,5873,8.19,1077,87,174,0,91.93,92.88,10271.27,2274.86,13.74
346,2020-12-12,Texas,Cybertruck,5204,6681,37.13,1220,87,587,5,76.04,73.66,5297.89,826.91,23.06
347,2020-12-13,Shanghai,Model X,8636,4511,50.89,783,101,196,2,79.51,66.81,7705.71,3637.1,13.52
348,2020-12-14,Fremont,Model 3,3894,3672,34.25,269,41,280,0,62.06,78.73,11202.94,308.05,24.66
349,2020-12-15,Fremont,Model 3,5371,4469,54.89,1256,107,476,2,68.06,83.54,6170.83,2199.87,27.72
350,2020-12-16,Texas,Model Y,678,6575,76.47,410,95,629,2,61.02,93.57,4750.77,3391.99,9.2
351,2020-12-17,Berlin,Model 3,8752,2848,65.54,1391,112,750,2,96.51,76.97,8577.43,1590.81,14.34
352,2020-12-18,Fremont,Model 3,633,1139,74.69,533,97,761,1,85.71,72.97,11389.7,2119.83,9.72
353,2020-12-19,Berlin,Model X,8860,7130,75.16,1357,110,734,0,91.01,79.02,7229.13,1885.11,12.65
354,2020-12-20,Fremont,Model Y,5181,3438,6.79,124,120,360,0,87.81,86.45,1415.66,227.19,12.56
355,2020-12-21,Shanghai,Cybertruck,5852,6079,41.17,604,98,710,2,66.25,80.56,10531.81,3991.99,13.44
356,2020-12-22,Berlin,Model X,1093,3700,9.03,815,103,249,0,95,66.72,9047.12,888.65,5.83
357,2020-12-23,Berlin,Model X,3531,7954,74.41,323,98,689,6,71.27,67.73,4076.6,1410.32,27.97
358,2020-12-24,Berlin,Model S,6383,2274,42.94,827,47,512,6,63.47,79.16,5412.23,2894.57,15.98
359,2020-12-25,Texas,Model Y,7243,603,74.65,122,117,379,4,71.62,82.75,7474,2668.02,7.55
360,2020-12-26,Berlin,Model Y,1278,2625,36.67,918,95,819,2,90.44,85.95,1409.93,1967.25,14.54
361,2020-12-27,Fremont,Model Y,5150,7462,65.97,428,110,258,0,71.07,86.47,7755.17,1183.51,16.46
362,2020-12-28,Texas,Cybertruck,1638,2709,61.35,295,112,688,0,95.72,88.73,5818.82,2007.09,18.45
363,2020-12-29,Fremont,Model S,3552,1257,8.09,1154,88,100,2,79.67,97.8,8224.51,2362.96,22.12
364,2020-12-30,Shanghai,Model S,7857,8440,14.31,539,62,651,3,90.49,75.08,3457.83,3004.38,5.14
365,2020-12-31,Shanghai,Model S,2947,5304,14.79,942,118,377,6,72.97,97.78,1829.43,1582.83,29.03
366,2021-01-01,Shanghai,Model S,8645,2446,16.5,219,25,565,6,64.78,81.1,4649.69,2726.42,23.02
367,2021-01-02,Shanghai,Model S,3622,6878,53.9,923,98,847,1,97.06,75.85,8146.98,2991.44,23.45
368,2021-01-03,Berlin,Model S,5632,1882,23.89,325,70,862,6,80.07,70.85,7646.34,2071.94,10.07
369,2021-01-04,Berlin,Model 3,8475,1410,18.89,491,92,316,0,70.28,76.75,8372.81,3985.02,25.97
370,2021-01-05,Fremont,Model 3,3341,5689,74.92,542,73,122,4,60.34,68,5558.08,2533.73,23.74
371,2021-01-06,Fremont,Model 3,1960,3797,7.54,617,109,526,4,95.67,79.59,9301.2,2693.33,12.44
372,2021-01-07,Texas,Model Y,5694,6692,39.92,1230,43,767,1,77.86,70.88,1244.65,400.96,18.41
373,2021-01-08,Fremont,Model Y,3517,7787,74.34,1162,35,576,5,65.97,65.55,2501.97,3835.89,21.72
374,2021-01-09,Fremont,Cybertruck,4809,7134,51.56,1137,95,807,2,77.84,88.39,8149.99,3255.54,16.76
375,2021-01-10,Fremont,Model Y,8045,7683,5.02,653,92,898,4,63.41,96.05,11181.85,136.83,29.62
376,2021-01-11,Fremont,Model 3,1480,6983,9.45,394,108,12,6,91.58,95.97,2210.75,1401.18,18.21
377,2021-01-12,Berlin,Model Y,1503,2406,20.58,90,2,179,4,78.88,82.34,11752.57,1626.49,8.31
378,2021-01-13,Berlin,Cybertruck,7849,1942,25.14,506,66,125,4,67.33,80.18,2999.61,1675,15.3
379,2021-01-14,Shanghai,Model S,6426,6583,26.56,201,30,36,3,83.07,78.68,5082,2932.07,11.89
380,2021-01-15,Berlin,Model S,1196,5686,67.88,1314,82,875,1,89.56,65.22,2391.08,650.14,20.82
381,2021-01-16,Shanghai,Model X,5772,4731,40.66,871,90,356,0,68.67,89.88,8380.32,1216.89,22.69
382,2021-01-17,Texas,Model Y,3121,3845,42.54,955,20,63,3,87.27,77.92,6221.33,1465.71,14.13
383,2021-01-18,Berlin,Cybertruck,3073,7337,23.83,892,67,320,1,80.63,82.12,2386.28,3859.16,18.53
384,2021-01-19,Berlin,Model Y,3066,6366,11.84,878,20,150,4,70.36,95.06,7401.63,1193.96,12.55
385,2021-01-20,Texas,Model 3,4092,6808,41.73,1157,45,206,6,91.43,93.22,3599.62,1835.06,29.86
386,2021-01-21,Fremont,Model 3,1080,929,6.2,491,52,608,2,65.13,69.21,6466.75,2187.15,16.93
387,2021-01-22,Fremont,Cybertruck,855,5385,37.49,1477,81,498,3,69.3,97.15,2704.44,3046.52,22.04
388,2021-01-23,Shanghai,Model X,1783,6104,77.4,845,53,33,5,87.46,79.58,2496.61,2362.58,9.28
389,2021-01-24,Shanghai,Model 3,2647,540,34.05,1422,60,569,5,69.72,65.73,5531.78,2531.95,25.38
390,2021-01-25,Fremont,Model S,1434,8026,12.96,550,38,224,6,90.13,86.65,4881.68,1567.21,9.5
391,2021-01-26,Texas,Model 3,4783,6066,24.28,1028,6,867,2,69.73,72.23,689.91,2611.36,11.24
392,2021-01-27,Shanghai,Model 3,1240,7482,12.64,712,39,499,2,86.57,70.31,6669.3,1732.67,27.29
393,2021-01-28,Shanghai,Model S,4492,445,21.37,996,3,55,6,83.79,75.84,8553.54,2836.02,11.6
394,2021-01-29,Shanghai,Model 3,4655,8020,59.28,374,84,175,0,76.01,93.31,8978.37,2482.37,27.09
395,2021-01-30,Fremont,Model X,1534,400,68.66,495,107,695,5,63.07,87.19,5304.54,2223.89,6.56
396,2021-01-31,Texas,Model 3,1108,3200,20.62,336,112,664,4,97.02,73.35,2510.88,2518.24,11.45
397,2021-02-01,Texas,Model 3,7184,8087,63.12,480,119,206,5,91.25,91.53,5513.22,2325.07,10.89
398,2021-02-02,Fremont,Cybertruck,3246,6240,13.72,1173,1,762,3,71.33,66.77,748.76,763.19,19.31
399,2021-02-03,Shanghai,Model X,4973,6977,43.35,338,3,356,3,93.84,74.95,10905.66,2254.41,29
400,2021-02-04,Texas,Cybertruck,7472,1438,60.45,678,8,261,5,86.89,93.33,6829.49,325.78,20.61
401,2021-02-05,Texas,Model Y,3575,6455,30.09,803,44,525,6,95.72,73.83,7234.58,3601.79,12.16
402,2021-02-06,Fremont,Model X,5792,8345,42.46,198,100,159,6,87.46,79.81,11643.63,2115,16.31
403,2021-02-07,Fremont,Model 3,2117,4566,31.58,528,27,418,2,95.07,96.39,540.32,362.88,17
404,2021-02-08,Berlin,Model S,564,6301,16.66,1128,114,66,2,77.6,67.33,2127.16,2564.32,6.3
405,2021-02-09,Fremont,Cybertruck,3471,4875,25.63,1034,11,794,1,63.92,81.44,9537.46,706.64,11.74
406,2021-02-10,Shanghai,Model S,6554,4208,6.18,500,63,884,2,75.71,66.95,1437.56,221.4,25.92
407,2021-02-11,Berlin,Model S,8797,2234,62.61,1087,77,76,6,94.5,94.22,8366.76,2567.97,15.75
408,2021-02-12,Berlin,Model 3,4911,6308,38.76,1213,33,716,6,90.65,89.86,5314.92,1070.19,18.6
409,2021-02-13,Berlin,Model 3,7942,4279,66.72,546,23,376,1,94.85,65.8,5719.65,2736.08,24.64
410,2021-02-14,Berlin,Cybertruck,8978,2865,14.24,919,79,277,3,83.28,77.88,3380.88,597.75,20.67
411,2021-02-15,Shanghai,Cybertruck,4684,2234,42.75,322,8,239,1,86.85,69.52,10934.62,854,10.95
412,2021-02-16,Fremont,Model Y,5853,1891,14.41,1285,38,596,6,65.75,71.03,7582.39,1629.41,24.44
413,2021-02-17,Berlin,Model X,7034,492,7.91,142,40,366,4,83.64,85.27,5281.71,1871.83,20.11
414,2021-02-18,Fremont,Model Y,1034,2329,37.92,1308,2,128,5,72.45,95.85,894.85,2691.04,22.29
415,2021-02-19,Shanghai,Model S,6794,6651,13.95,964,47,834,0,89.9,88.64,3075.27,134.79,10.44
416,2021-02-20,Shanghai,Model 3,6191,6786,75.1,940,33,153,5,61.12,80.56,5454.25,1040.06,29.37
417,2021-02-21,Texas,Model Y,8314,5941,42.56,1075,27,433,1,60.26,66.48,4409.95,426.19,17.75
418,2021-02-22,Fremont,Model X,7271,5352,34.34,905,19,744,0,63.43,91.49,8353.03,1359.32,7.42
419,2021-02-23,Texas,Model Y,5483,2313,29.11,639,112,469,3,95.51,73.72,11486.3,2627.76,20.93
420,2021-02-24,Texas,Model 3,1254,4792,16.55,1407,26,270,2,87.26,67.25,3207.34,1313.75,10.89
421,2021-02-25,Fremont,Model X,509,6310,7.01,1083,114,116,4,93.17,91.68,8023.15,3412.31,20.58
422,2021-02-26,Fremont,Model Y,575,1664,23.57,1021,68,330,6,92.96,73.9,3979,2176.44,21.26
423,2021-02-27,Shanghai,Model Y,2056,1295,70.05,1411,85,612,6,92.75,67.66,3166.91,2264.73,20.15
424,2021-02-28,Fremont,Model 3,2099,5332,41.44,1053,41,808,4,81.44,93.62,8546.26,1067.28,6.26
425,2021-03-01,Fremont,Model S,2920,3213,18.46,1312,49,275,2,75.84,68.79,4622.19,3791.57,28.94
426,2021-03-02,Shanghai,Cybertruck,3470,6979,7.04,652,92,861,4,68.69,93.19,3383.36,1996.94,27.34
427,2021-03-03,Berlin,Model 3,2879,3183,38.03,1165,9,796,2,61.77,69.06,7995.75,497.9,24.93
428,2021-03-04,Shanghai,Model S,1883,3851,71.74,1236,50,897,5,77.15,93.91,4312.27,2809.22,11.56
429,2021-03-05,Texas,Model X,7136,1288,51.86,478,91,95,3,67.06,78,8711.18,3104.27,7.06
430,2021-03-06,Texas,Model X,4241,4751,48.04,1441,3,711,1,83.1,70.79,8311.87,1656.94,18.1
431,2021-03-07,Fremont,Model X,1118,2664,58.98,1074,10,641,3,93.06,96.68,6391.4,1009.31,5.97
432,2021-03-08,Berlin,Model Y,6547,5166,41.75,337,57,426,1,97.59,90.4,6895.78,1852.98,18.73
433,2021-03-09,Fremont,Model 3,2612,4313,33.79,565,37,324,3,73.63,69.97,1712.33,3947.98,21.64
434,2021-03-10,Shanghai,Model S,3826,8323,41.36,234,82,343,6,87.35,72.45,1747.86,1395.54,29.77
435,2021-03-11,Fremont,Cybertruck,8527,2807,79.03,187,55,82,6,85.46,75.24,4917.06,2687.48,10.41
436,2021-03-12,Texas,Model S,4206,3994,35.29,401,23,112,1,93.51,88.93,730.94,1604.46,21.11
437,2021-03-13,Berlin,Model 3,3890,2432,52.24,656,118,614,4,74.02,76.47,5822.9,2183.71,10.07
438,2021-03-14,Fremont,Model 3,1541,6998,58.66,666,81,373,0,88.49,78.1,5007.73,3620.35,20.84
439,2021-03-15,Shanghai,Model X,2797,865,66.22,646,88,439,6,65.26,71.49,5444.03,3128.12,8.54
440,2021-03-16,Texas,Model X,5422,4547,27.41,1011,42,658,5,77.06,69.82,6418.87,2132.45,8.19
441,2021-03-17,Shanghai,Model X,5935,6679,59.01,1489,60,388,4,95.16,68.31,5961.81,2463.2,15.72
442,2021-03-18,Fremont,Model 3,1215,6199,7.4,946,90,480,6,70.83,65.22,6900.83,2576.95,25.08
443,2021-03-19,Shanghai,Model X,6209,1323,6.16,469,19,156,3,96.15,92.91,1939.59,3115.41,8.93
444,2021-03-20,Berlin,Model S,4868,3850,21.32,191,36,503,2,71.35,93.37,3039.11,1663.1,6.75
445,2021-03-21,Fremont,Model S,8551,7325,37.78,428,14,784,6,77.73,66.95,1085.96,3613.36,5.33
446,2021-03-22,Texas,Model X,3133,5279,30.36,1144,39,106,4,92.78,74.02,11709.65,3943.03,16.84
447,2021-03-23,Fremont,Model Y,5578,4399,12.1,168,50,116,1,73.62,74.71,1396.65,2268.62,12.82
448,2021-03-24,Berlin,Model 3,4784,6522,49.77,584,118,194,4,64.62,98.88,5925.15,2674.19,8.39
449,2021-03-25,Berlin,Model X,3097,4750,60.57,68,78,340,4,74.58,67.75,10752.31,2488.13,5.68
450,2021-03-26,Berlin,Model Y,7984,939,17.37,578,35,721,3,87.64,65.49,11200.39,236.85,8.41
451,2021-03-27,Shanghai,Model S,7031,5307,44.83,815,14,196,5,92.42,79.8,3792.72,3440.41,10.22
452,2021-03-28,Texas,Model S,6300,7148,52.17,259,63,209,0,68.33,73.37,10290.53,2737.39,23.69
453,2021-03-29,Shanghai,Model S,2353,7060,51.1,194,17,829,0,81.17,75.45,5111.73,2132.55,14.58
454,2021-03-30,Fremont,Model 3,1536,5392,71.4,339,6,75,5,75.56,73.15,10964.43,2693.04,15.63
455,2021-03-31,Fremont,Model 3,1036,8159,69.55,500,43,842,5,96.2,90.66,10009.61,1574.86,28.91
456,2021-04-01,Texas,Cybertruck,1051,3294,15.55,843,72,732,3,90.11,90.59,1010.09,1844.07,19.37
457,2021-04-02,Shanghai,Model S,4611,8400,73.27,369,8,478,0,78.22,90.33,5110.61,2887.13,18.12
458,2021-04-03,Shanghai,Cybertruck,6976,2663,33.75,798,118,735,2,97.46,89.9,8300.27,2463,29.17
459,2021-04-04,Shanghai,Model 3,3989,5728,69.79,1221,1,44,2,85.4,79.52,9398.16,3885.78,13.55
460,2021-04-05,Fremont,Model S,7539,4237,73.29,190,100,746,5,94.52,91.97,5299.61,1632.17,23.4
461,2021-04-06,Berlin,Cybertruck,6152,1911,68.56,923,63,202,1,83.69,68.67,11345.8,1877.82,25.15
462,2021-04-07,Berlin,Model X,8264,6029,34.11,1486,87,845,2,65.23,70.06,10401.58,3468.8,10.81
463,2021-04-08,Shanghai,Model Y,3089,455,37.88,218,64,617,5,73.85,80.41,3969.42,1377.65,19.35
464,2021-04-09,Fremont,Model 3,4963,4711,20.5,403,28,243,1,72.09,78.14,6576.6,3591.74,28.77
465,2021-04-10,Berlin,Model 3,4919,6982,77.75,309,36,772,5,70.75,77.53,1821.53,3475.86,21.81
